audio,transcript
adapt_sample_2518_noisy,عادي واحده عادي يعني
adapt_sample_2519_noisy,إنتي اللي قولتي
adapt_sample_2520_noisy,وإن شاء الله يبقى لينا الحلاوه بقى بعد
adapt_sample_2521_noisy,لسه بتجهزيها
adapt_sample_2522_noisy,ولسه متعملكش ساعات بيديك سبعميه وأربعين ساعات بيديك سبعميه وخمسين ساعات بيديك سبعميه وستين بس هو الحد الأدنى سبعميه وستين ده اللي الدوله حطاه اللي هو القانون بتاع الدوله إن انت متاخدش أقل من سبعميه وستين يورو تمام سبعميه خمسه وستين أعتقد مش ستين يعني سبعميه خمسه وستين قبل ما أنا أجي كان سبعميه وخمستاشر أو سبعميه خمسه وعشرين حاجه كده لكن بعد ما أنا جيت وقعدت فتره هما كانوا نزلوا تعديل على على الرواتب وخلوها سبعميه خمسه وستين يورو تمام ده أخر ده أخر حاجه أنا أعرفها يعني
adapt_sample_2523_noisy,بيعملها اللي هي بتبقى نص مقليه اللي هي تبقى من بره
adapt_sample_2524_noisy,سواء بقى إن كان فهد إن كان تعلب إن كان نمر أي حاجه
adapt_sample_2525_noisy,أه أه من عملية الغش أه
adapt_sample_2526_noisy,الجو
adapt_sample_2527_noisy,كنت في مره بتفرج عليه بره
adapt_sample_2528_noisy,عادي يعني لأ بلاش عشان أنا ممكن أفهمك بمية شعر الوقت
adapt_sample_2529_noisy,إيه
adapt_sample_2530_noisy,إنتي نفسك مش هيبقى ليكي في الكوره
adapt_sample_2531_noisy,وفرع في التجمع اللي إحنا فيه دلوقتي
adapt_sample_2532_noisy,نعم
adapt_sample_2533_noisy,في شغل بس الشغل مش عاجبك إنت مش عايز تتعب إنت عاوز تيجي تقعد على مكتب في أوروبا من الاخر عاوز الراجل أنا بجيبلكوا من الأخر
adapt_sample_2534_noisy,عندي ولدين وبنت
adapt_sample_2535_noisy,بسم الله الرحمن الرحيم
adapt_sample_2536_noisy,يا ستي خلاص إستني بس إستني
adapt_sample_2537_noisy,ها
adapt_sample_2538_noisy,فنبدأ كده أنا
adapt_sample_2539_noisy,عريس إنت عريس العريس لا مش عريس مش
adapt_sample_2540_noisy,أه فقاله إحنا معندناش حد بالإسم ده
adapt_sample_2541_noisy,مش هتحبس وبعدين إيه
adapt_sample_2542_noisy,صلي على النبي
adapt_sample_2543_noisy,فالمنظر ده بس ده كده فول على أبوه يعني
adapt_sample_2544_noisy,اللي إنت عايزه يا باشا هرد عليك
adapt_sample_2545_noisy,دكتور مين ده اللي عمل كده
adapt_sample_2546_noisy,ما هو أكيد مش أنا لسه هتعامل في حياتي وأكبر وأخش سنين
adapt_sample_2547_noisy,كان بياخد الفول ياخد وقت قد إيه في المستوقد ده
adapt_sample_2548_noisy,أهو تعالى محل أحذيه إسمه السبتو
adapt_sample_2549_noisy,ماشي أم بوز أحمر دي و إن شاء الله هو هو دي كده علامات و إن شاء الله دي كده
adapt_sample_2550_noisy,أنا هخش القسم
adapt_sample_2551_noisy,دي البطاطس بتاع كونسبت الفول والطعميه بيعملوا بطاطس بطاطس يعني يشتروا بطاطس ويقشروها ويقطعوها وبتاع
adapt_sample_2552_noisy,الأوراق دي غالبا كل الأوراق اللي إنت قدمتها غالبا كل الأوراق اللي إنت قدمتها
adapt_sample_2553_noisy,أنا قولت حاجه تهينك
adapt_sample_2554_noisy,أه ده الحب الحب لازما
adapt_sample_2555_noisy,فتاة أحلام دي
adapt_sample_2556_noisy,تخلص ثانوي وإنت تخرج من عنق الزجاجه
adapt_sample_2557_noisy,واحد صفر وأقولك أنا إسمها ايه فرقة نسيت الفرقه والله
adapt_sample_2558_noisy,إيه يعني عايزه إيه
adapt_sample_2559_noisy,مين اللي ينفع مساعد لحسن شحاته واحد من التلاته دول
adapt_sample_2560_noisy,الله ربنا يكرمك يا حبيبي
adapt_sample_2561_noisy,والبطه
adapt_sample_2562_noisy,لا لا والله
adapt_sample_2563_noisy,أني
adapt_sample_2564_noisy,إعمل من من بنها
adapt_sample_2565_noisy,منصحكش أبدا تمشي ورا المنحه الدراسيه وإنت مجموعك تحت التسعين في الميه سواء كنت نظام قديم أو جديد
adapt_sample_2566_noisy,نقاشين وبيطلبوا مش عا كل الصناعات وكهربائي وحداد ومش عارف إيه وعايز أقولكوا إن الدول الأوروبيه أكتر دول تقدر تعمل فيها فلوس
adapt_sample_2567_noisy,كام لاعب في المنتخب تعرفه
adapt_sample_2568_noisy,إيه علاقة المدرسه بالجبنه
adapt_sample_2569_noisy,تسمع عن الجوده الأوروبيه
adapt_sample_2570_noisy,شهر كريم عليكي
adapt_sample_2571_noisy,العيش عندهم طبعا متميز جدا عيش سندوتشات يعني هو دا العيش اللي بيطلع في السندوتشات
adapt_sample_2572_noisy,طيب ماشي
adapt_sample_2573_noisy,بإذن الله ربنا يكرمنا إن شاء الله روحنا وشوفنا المكان بإذن الله أيوه وعايناه
adapt_sample_2574_noisy,لسه عالمه
adapt_sample_2575_noisy,الشقيان
adapt_sample_2576_noisy,الله يسلمك سلم حسك
adapt_sample_2577_noisy,إنتي منين أساسا
adapt_sample_2578_noisy,البطه لأ
adapt_sample_2579_noisy,أيوه فإحنا إن شاء الله بإذن الله عاينا المكان وهننصب عليه إن شاء الله بإذن الله كده الليله دي أيوه ونصطادوه
adapt_sample_2580_noisy,اللي إنتو تعملهولي
adapt_sample_2581_noisy,أحمد حسن
adapt_sample_2582_noisy,أنا عايز أخش أوريكوا بقى اللي هو سلامو عليكو سلام ورحمة
adapt_sample_2583_noisy,هو المكان اللي هو يعتبر ساكن فيه لإن هو ده أقرب مكان بوص وكلام من ده ساكن فيه
adapt_sample_2584_noisy,عشان متبقاش سرسجي
adapt_sample_2585_noisy,حاجه
adapt_sample_2586_noisy,أه والله
adapt_sample_2587_noisy,خلاص
adapt_sample_2588_noisy,أيوه
adapt_sample_2589_noisy,فتاة الأحلام كنا
adapt_sample_2590_noisy,بجد والله
adapt_sample_2591_noisy,محمد صلاح بيلعب إيه
adapt_sample_2592_noisy,معلش
adapt_sample_2593_noisy,واخد بالك
adapt_sample_2594_noisy,يا جماعه
adapt_sample_2595_noisy,ماشي أهي ده العنوان و ده رقم التليفون إسم المدرسه فيلشبونه ده العنوان ورقم التليفون تقدر تاخدها سكرين شوت وتوريها لأي حد هيوصلك ليها أو إنت تكتبه على جوجل مابس هيوصلك
adapt_sample_2596_noisy,هتيجي يعني
adapt_sample_2597_noisy,هتغازل البنت اللي إنت هترتبط بيها تقولها إيه مثلا
adapt_sample_2598_noisy,أو ساعات الخازوق بيطول معاك وتلبس
adapt_sample_2599_noisy,محمد ها
adapt_sample_2600_noisy,بقولك إيه متعمليش أكل النهارده عشان أنا جايبلك أكل من أوبرهيدز
adapt_sample_2601_noisy,إيه رأيك في الحب
adapt_sample_2602_noisy,معظم مطاعم الفول تقريبا من تسعه وتسعين في الميه منها بيعملوا فول مطحون تعالى
adapt_sample_2603_noisy,ماشي
adapt_sample_2604_noisy,بعد شويه هيبقى معايا عم بشندي هيكلمنا عن تفاصيل أوي اللي مخلياهم من التمانينات في الحته دي
adapt_sample_2605_noisy,في التحرير إم
adapt_sample_2606_noisy,يا مسير
adapt_sample_2607_noisy,إيه يا رضوى بقولك إيه يا رضوى وأنا نازل الجامعه النهارده علشان أشتري مذكرات طلع كان في إمتحان مفاجئ
adapt_sample_2608_noisy,عشان هو بيطير في الشارع
adapt_sample_2609_noisy,أه كان هو اللي هيشتري الماتش
adapt_sample_2610_noisy,أه
adapt_sample_2611_noisy,إعملي
adapt_sample_2612_noisy,مبتعرفش هتروح بقى المكتب بقى إيه الخدمات اللي هو بيقدمهالك بيساعدك وبيجيبلك شغل أه في حاجه تاني
adapt_sample_2613_noisy,ربنا يسامحك على الفضيحه يا رضوي
adapt_sample_2614_noisy,وإن شاء الله وراه لغاية ما نصطادوه إن شاء الله
adapt_sample_2615_noisy,كان وراها شخص محب ومخلص ألا وهو البارون إمبان
adapt_sample_2616_noisy,نورت يا حاج نورت يا حاج ليكي في الكوره ولا ملكيش
adapt_sample_2617_noisy,لأ لينا ملناش ليه ليكي طبعا
adapt_sample_2618_noisy,أسب الدين
adapt_sample_2619_noisy,وروحتله إديته الأوراق ديت هيعرف ياخدلك موعد لإن الموضوع مش إن إنت تقدم وبس الموضوع إن إنت تقدم ويتم قبولك إنت فاهم يقولولك إحنا استلمنا الورق بتاعك ده مهم جدا مش إن أنا احط الأوراق وخلاص ما أي واحد ممكن يحط الأوراق بتاعته
adapt_sample_2620_noisy,برافو عليك والله سقف لنفسك
adapt_sample_2621_noisy,خلص الطبق عشان يستغفرلك
adapt_sample_2622_noisy,طيب دي معلومه مهمه جدا
adapt_sample_2623_noisy,صح
adapt_sample_2624_noisy,وفي ناس بتيجي وبتقعد وبتشتغل بجد وبتاخد عقد والشركه هي اللي بتدفع الضرايب بتاعتها
adapt_sample_2625_noisy,اللي جرب غير اللي ما جربش
adapt_sample_2626_noisy,تاني بوق
adapt_sample_2627_noisy,قولي خمس أغاني كده لعبد الحليم
adapt_sample_2628_noisy,أه
adapt_sample_2629_noisy,إنتي هتيجي تعملي إيه
adapt_sample_2630_noisy,أحسن من مين
adapt_sample_2631_noisy,عايز أجيب تلات أسئله
adapt_sample_2632_noisy,لأ إستنى نسبوها عشان الطريق
adapt_sample_2633_noisy,مش من حقه إن هو يرجعك أصلا إنت ليه يا عم عندك مشكله عندك حاجه أه هيرجعك حد مبلغ عنك هيرجعك معندكش مشكله وواخد تأشيره
adapt_sample_2634_noisy,نفسك تتجوز واحده إيه بقى
adapt_sample_2635_noisy,دول لازم يكونوا معاك عندك الورقه يبقى ترجمها إنت بقى براحتك واخد بالك وشوف إيه الأوراق اللي هتبقى مطلوبه منك ساعة ما تروح للموعد
adapt_sample_2636_noisy,بسم الله الرحمن الرحيم طبعا إحنا إيه كنا مستهدفين
adapt_sample_2637_noisy,بليل هي
adapt_sample_2638_noisy,جانجي ماذا
adapt_sample_2639_noisy,طب إنت
adapt_sample_2640_noisy,وجايه بإذن الله
adapt_sample_2641_noisy,أنا بستخدمها جبنه كاسات
adapt_sample_2642_noisy,إم
adapt_sample_2643_noisy,حلو كده كفايه كده
adapt_sample_2644_noisy,دا أه دي بقى إسمها معلش عشان بس نصلح المعلومه دي إسمها كارت تنديني في القلب دي مش خيوط ولا بتتقطع ولا
adapt_sample_2645_noisy,كانت متجوزه وكده وبعد كده إتطلقت من جوزها وإتجوزها هو أبويا برضو إتجوزها اللي هي بت خالته وماحبلتش من الأولاني
adapt_sample_2646_noisy,الأماكن السياحيه دي عشان خاطر يخدوا حمام شمس وبتاع لإن هما محرومين من الحاجات ديت و أي حد عايش في أوروبا عارف الكلام ده
adapt_sample_2647_noisy,موزه
adapt_sample_2648_noisy,بنفس الفكره قريب من المكان
adapt_sample_2649_noisy,الله سقفه للراجل ده
adapt_sample_2650_noisy,وربنا يسامحنا بقى على اللي إحنا بنعمله في البطه ده
adapt_sample_2651_noisy,يعني إلعب في الوقت ده عاوز تقدم على تأشيرة سياحه قدم في الوقت ده
adapt_sample_2652_noisy,والله
adapt_sample_2653_noisy,صح
adapt_sample_2654_noisy,إيه دي بقى
adapt_sample_2655_noisy,عربية فول كنت بتسوي الفول فين
adapt_sample_2656_noisy,مبينالنا حاجات بس لازم
adapt_sample_2657_noisy,بس كده وشعري يصفر
adapt_sample_2658_noisy,لا الفراعنه كان عندهم حلال وحرام
adapt_sample_2659_noisy,إستني بس براحه إستنى براحه
adapt_sample_2660_noisy,تمام وبيتكتك كده من التلج لذلك حتى هما بيجوا عندنا بيجو عندنا شرم وبيجوا عندنا الغردقه وبيجوا عندنا
adapt_sample_2661_noisy,طيب عايز أوريكوا حاجه يا جماعه
adapt_sample_2662_noisy,جنوب أفريقيا
adapt_sample_2663_noisy,في بنت قالتلك عايزه أرتبط بيك قبل كده
adapt_sample_2664_noisy,بابا
adapt_sample_2665_noisy,طب أنا لو مثلا داخل بقولك عايز حاجه للبرد وإنتي في الصيدليه هتديني إيه
adapt_sample_2666_noisy,وبعدين
adapt_sample_2667_noisy,ممكن في يوم من الأيام تتجوز
adapt_sample_2668_noisy,أقسم بالله
adapt_sample_2669_noisy,دلوقتي تيجي تتكلم وتمشي وأنا أناديلك تنفضلي
adapt_sample_2670_noisy,الحب الحقيقي
adapt_sample_2671_noisy,تعالى يا نمره تعالى
adapt_sample_2672_noisy,شكرا مع السلامه
adapt_sample_2673_noisy,يعني إيه فرود
adapt_sample_2674_noisy,لأ
adapt_sample_2675_noisy,مواليد أربعه وخمسين وإحنا تلاته وعشرين يعني تقريبا
adapt_sample_2676_noisy,إقفلها وشغالها تاني
adapt_sample_2677_noisy,ها
adapt_sample_2678_noisy,ربع مليون مثلا هتحطهم برضو في البنك وتيجي هنا أسبانيا تدرس السنه كلها بتمنمية يورو
adapt_sample_2679_noisy,مشروع فاشل وإنت
adapt_sample_2680_noisy,حفظنا على القناه إحنا طبعا بنعمل جوبيا تانيه
adapt_sample_2681_noisy,دلوقتي المنتخب بتاعنا إتهزم
adapt_sample_2682_noisy,ده بيعمل ايه
adapt_sample_2683_noisy,لا بجد
adapt_sample_2684_noisy,لا لا لا لا متسويش
adapt_sample_2685_noisy,ياخد من وراك بقى خمسمية ستمية يورو وبتاع مش عارف إيه ويقولك أقعد بقى والأوراق أنا هعملهالك
adapt_sample_2686_noisy,الساده المشاهدين دلوقتي إحنا كده هنطعم بقى الجوبيا بعد إحنا طبعا معمل عشان طبعا لو في فهد ولا في
adapt_sample_2687_noisy,علينا وعليكو
adapt_sample_2688_noisy,زي ما هو
adapt_sample_2689_noisy,عايز أعرف أخد ده
adapt_sample_2690_noisy,وهعمل العوده من ميلانو من ميلانو لبلدي
adapt_sample_2691_noisy,زي ما إنت شايف كده وهتيجي في ركن في ركن في الغيه عندك أو في نص الغيه عادي زي ما إنت شايف كده هتحط الإيه الماسوره
adapt_sample_2692_noisy,المريضه
adapt_sample_2693_noisy,مش عاوز إدفع ضرايب طب ممعكش إقامه ولسه جاي وحصلت على العقد ده قولهم هو بيسألك عايز تدفع ضرايب أه عاوز تدفع ضرايب
adapt_sample_2694_noisy,يالهوي غير أي حد ما يتصور
adapt_sample_2695_noisy,ونتمنلكم السعاده دايما والسلام عليكم ورحمة الله وبركاته
adapt_sample_2696_noisy,فرع في مدينة نصر
adapt_sample_2697_noisy,أيوه
adapt_sample_2698_noisy,عشان المفروض يجي بسرعه
adapt_sample_2699_noisy,متنسوش دعمكم يا جماعه الإشتراك في القناه
adapt_sample_2700_noisy,إيه
adapt_sample_2701_noisy,كله إتدلق مني
adapt_sample_2702_noisy,طب ما أنا لما أجبلها هديه هي هتفيدني بإيه
adapt_sample_2703_noisy,الله يخليك جروح
adapt_sample_2704_noisy,عشان خاطر بس الفيديو ما يبقاش طويل يا جماعه وعلى يمينك الكوبري على يمينك الكوبري أهو الشارع بيلف بيك أهو الشارع بيلف بيك أهو
adapt_sample_2705_noisy,لو طالوا الأوطان الحديد هياكلها
adapt_sample_2706_noisy,كان بين مصر ومين
adapt_sample_2707_noisy,بطل تبقى سرسجي
adapt_sample_2708_noisy,الفرق بين الحب والعشق يا فندم
adapt_sample_2709_noisy,هو مش بس حقق حلمه بإن هو يبني من الصحرا دي حي مصر الجديده العريق المتكامل في كل خدماته ولكنه كمان حقق حلم مماته بإنه يدفن في تراب مصر رغم إن هو جاله الموت وهو في بلجيكا ولكن بناءا على وصيته تم نقل جثمانه لهنا في مصر الجديدة علشان يدفن أسفل كنيسة البازليك اللي على بعد كام متر من قصره
adapt_sample_2710_noisy,يعني البنات تروح المطبخ إنت تروح فين
adapt_sample_2711_noisy,النتيجه كانت كام
adapt_sample_2712_noisy,ليه بقى مفيش حد أصلا بيقدم في الوقت ده يعني
adapt_sample_2713_noisy,يعني هتبط هتشيل الحاجات اللي في دماغك دي
adapt_sample_2714_noisy,تمام
adapt_sample_2715_noisy,أه الحمد لله
adapt_sample_2716_noisy,تعمل إيه
adapt_sample_2717_noisy,مهاجم
adapt_sample_2718_noisy,بين مصر و غنيا
adapt_sample_2719_noisy,البطاريه أعضعض فيها أحطها في الفريزر وأحطها تاني تلاقيه إشتغل
adapt_sample_2720_noisy,شهادة الميلاد يعني فيش وتشبيه شهادة ميلاد أو فاتورة مياه أو كهربا أو غاز الموضوع سهل دول قبل ما تيجي تجيبهم
adapt_sample_2721_noisy,علشان التكرار يا جماعه
adapt_sample_2722_noisy,لو بتحبها
adapt_sample_2723_noisy,لو إنت أرتبطت الست هتكلفك بإيه
adapt_sample_2724_noisy,مش مرتبط
adapt_sample_2725_noisy,إيه الموقف الغريب اللي حصل بينك وبين الدليفري قبل كده
adapt_sample_2726_noisy,ربنا سبحانه وتعالى
adapt_sample_2727_noisy,يعني والدي كان عنده شوية حمام بلدي غاب سنه ما ياخدش منهم بيضه
adapt_sample_2728_noisy,أيو أنا بقو
adapt_sample_2729_noisy,الفهد
adapt_sample_2730_noisy,المنطقه فيها فهد
adapt_sample_2731_noisy,تقولها إيه
adapt_sample_2732_noisy,بيعمل ايه بقى صاحب المكتب ده
adapt_sample_2733_noisy,أه ده
adapt_sample_2734_noisy,لأ أنا مش شايف إن فيه ميزه
adapt_sample_2735_noisy,عندهم
adapt_sample_2736_noisy,متعاقد مع قناه فا
adapt_sample_2737_noisy,لازم تجيبهم معاك بقيت الأوراق لما تيجي تعملهم
adapt_sample_2738_noisy,أنا إسكندراني أيوه بقى
adapt_sample_2739_noisy,أه خدتهم مني قولت تصدقي أنا غلطان اللي قولتلك
adapt_sample_2740_noisy,أيو
adapt_sample_2741_noisy,بجد والله أه هو تمام
adapt_sample_2742_noisy,أقسم بالله
adapt_sample_2743_noisy,يعني الماتش بتاع واحد صفر
adapt_sample_2744_noisy,نجم نجم نجم المنتخب أحمد فتحي
adapt_sample_2745_noisy,كل سنه وإنتي طيبه يا رب وإنت طيب
adapt_sample_2746_noisy,لأ أنا زملكاوي يابا
adapt_sample_2747_noisy,حي هليوبلس أو مصر الجديده بارون إمبان إستعان كمان بمهندس تاني فرنسي إسمه ألكسندر مرسال عشان يصمم مصر الجديده ويصمم القصر الغامض بسلامته قصر البارون إمبان الباب اللي دخلنا منه ده ده كان باب الإسطبل بتاع القصر اللي فيه الخيل
adapt_sample_2748_noisy,أنا بتاع إيه
adapt_sample_2749_noisy,تمام طيب هي بقى بتابعلك الملف بتاعك من الألف للياء وأي حاجه بتبلغك بيه بتبقى زي هي المحاميه بتاعتك بتاعت الدوله دول محاميين شغالين تبع الدوله مش مكتب خاص زي المكاتب اللي بتعملك أوراق وبتاخد منك فلوس لأ هما بياخدوا منك عموله مقابل الخدمات اللي هما بيقدموهالك
adapt_sample_2750_noisy,أستفاد بالعشره جنيه اللي دفعتها
adapt_sample_2751_noisy,في عقد بتلات شهور في عقد بست شهور في عقد بسنه تمام
adapt_sample_2752_noisy,ألف دولار المهم إنت كده معدي المده اللي هو عاوزها هو عاوز ورقه تغطي في منطقة الشنجل بحوالي تلاتين ألف يورو
adapt_sample_2753_noisy,أو أنا هغير من حياتي
adapt_sample_2754_noisy,أنا أحمد رأفت مش محمد صلاح
adapt_sample_2755_noisy,الونش
adapt_sample_2756_noisy,مكنش موجود أصلا في المنتخب
adapt_sample_2757_noisy,مش حد مفتكسه من جيبه يعني أو حد مفتكسه من دماغه تمام بالنسبه للغه الناس اللي كلمتني على اللغه أنا الفيديو يكون بسيط يعني عشان مطولش عليكو بالنسبه للناس اللي كلمتني على أنا كاتبلكوا ورقه والله بالنسبه للناس اللي كلمتني على موضوع اللغه فللغه هنا يعني مش هقولك إنها ضروري ميه في الميه ولكن هي ضروري بنسبه اللغه البرتغاليه مثلا ضروري بنسبة خمسين في الميه تمام هقولك ليه خمسين في الميه خمسين في الميه إن إنت تقدر عدل وضعك كشغل بيها يعني إنت مثلا لما تيجي تكون شغال عند حد مثلا عربي
adapt_sample_2758_noisy,شايفين الورقه دي برضو مطلوبه إيه بالبرتغالي ماشي أنا هحاول هحاول إن أنا يعني إيه أشوف إيه اللي أعرفه لإن أنا في حاجات في البرتغالي مبعرفهاش ولكن هي دي الورقه أهي قبل ما بتروح على الميعاد تبصم تبصم
adapt_sample_2759_noisy,على النت
adapt_sample_2760_noisy,إزاي نجم منتخب ها وال والمدرب ميخدش
adapt_sample_2761_noisy,بيقدملك فيه هنا يا جماعه عقود كتير في عقد إسمه عقد إبتدائي اللي هو عقد إختبار
adapt_sample_2762_noisy,ماشي
adapt_sample_2763_noisy,ليه
adapt_sample_2764_noisy,ده أعراض ناس مش هينفع
adapt_sample_2765_noisy,لازم أكون مستوفي الأوراق دي تمام فهو بيعمل إيه بيقدملك العقد مع الأوراق دي بيديك عقد من عنده مقابل بيعملك الباكدج ده كله كده من ميتين لتلتميه أنا معرفش بقى بيوصل ربعميه كل مدى الموضوع بيزيد
adapt_sample_2766_noisy,هتسيب دي زي ما هي كده
adapt_sample_2767_noisy,أيوه
adapt_sample_2768_noisy,مين اللي أكلها برضو ليه
adapt_sample_2769_noisy,أنا في الورشه هجيلك بقى أعمل إيه طيب
adapt_sample_2770_noisy,بكام الفوطه
adapt_sample_2771_noisy,حكاية القصر يلا بينا ندخل القصر بيقابلنا في الدور الأرضي في القصر تلات صالات دي الصاله الرئيسيه اللي في النص هتلاقوا إن النقوش بتاعتها هندوسيه برضو بوزيه
adapt_sample_2772_noisy,وجع قلبه ووجع دماغه وتتصل تقولك معرفش مين ضايقني تعالى إتخانقلي معرفش إيه وأنا
adapt_sample_2773_noisy,طيب متدفعش بقى فلوس العقد كلها لما تيجي تشتري عقد متدفعش فلوس العقد كلها هتقوله مثلا إيه أنا هديهالك على أجزاء أو مثلا العقد تمنه كام خلينا مثلا نقول مثلا تمنه ألف وإيه وميتين يورو حلو أنا مطلوب مني أدفع ضرايب ميتين وتلاتين يورو كل شهر
adapt_sample_2774_noisy,ممكن تفتحي الظرف وتعديهم
adapt_sample_2775_noisy,السلام عليكم ورحمة الله وبركاته النهارده إن شاء الله رايحين فين رايحين الجمعيات اللي أنا قولتلكوا عليها وهوريلكوا مكانها هي جمعيات إسمها أمجريشن
adapt_sample_2776_noisy,أنا عشان أقدم على السيستم على الموقع بتاع البرتغال
adapt_sample_2777_noisy,إنتو الكاميرا الخفيه ولا إيه
adapt_sample_2778_noisy,وإزاي هنقاوم الفران حتى لو إنت مسيب الحمام يعني لو إنت مسيب الحمام في نفس الأوضه
adapt_sample_2779_noisy,ليه أسطب ما أنا أصرف فلوس على حاجه تفيدني أنا
adapt_sample_2780_noisy,أنا إتعملي محضر غش
adapt_sample_2781_noisy,واحد صفر
adapt_sample_2782_noisy,طيب ما خلاص يبقى ده ده حقهم مش
adapt_sample_2783_noisy,بس متأخر خالص
adapt_sample_2784_noisy,يلا يا سرسجي مع السلامه
adapt_sample_2785_noisy,أنا بييت من غير عشا
adapt_sample_2786_noisy,يا نهار أبيض
adapt_sample_2787_noisy,الجوبيا دي بتجيبه إن شاء الله في تصوير ممتع وفيديو ممتع
adapt_sample_2788_noisy,هغازل فتاة أحلامي أقولها إيه إم
adapt_sample_2789_noisy,أنا هعرف أنا ورانا حاجه
adapt_sample_2790_noisy,هجيلك أه
adapt_sample_2791_noisy,ألف وتمانين
adapt_sample_2792_noisy,العماره الصفره دي هنخش من عندها يمين
adapt_sample_2793_noisy,عن تجربتي الشخصيه ويا رب تفيدك يا رب تكون النصايح اللي انا بقدمها بتفيد الناس وزي ما قولتلكوا إسمع كتير خد مني وخد من غيري وإن شاء الله ربنا هيكرمك لإن أنا عارف اللي بيحط السفر في دماغه خلاص
adapt_sample_2794_noisy,قالولي إدخل تمريض هتقبض بالدولار
adapt_sample_2795_noisy,تعالى خش إتكلم قول على قولى على اللي في نفسك كله
adapt_sample_2796_noisy,بتاع الدليفري ليه سموه طيار
adapt_sample_2797_noisy,أه
adapt_sample_2798_noisy,أحسن من الزعامه
adapt_sample_2799_noisy,عشان دي سمعتها وعارفه تميزت بإيه فبتفضل محافظه على التميز ده طول ما هو مسمع إفضل خليك عارف إن هو محافظ على التميز دي
adapt_sample_2800_noisy,كانت عجباني
adapt_sample_2801_noisy,ولكن لو إنت يعني سألت عاوز أروح الجيش ألف واحد هيدلك
adapt_sample_2802_noisy,إن شاء الله إن شاء الله
adapt_sample_2803_noisy,أه
adapt_sample_2804_noisy,ده الباجور طبعا ده تجديد الكوبري الباجور ده كوبري الباجور
adapt_sample_2805_noisy,والله العظيم ده كان دلوقتي هلبس وخارجلك
adapt_sample_2806_noisy,لأ ده كده سرقه بقى وحرام لأ
adapt_sample_2807_noisy,عايزين فلوس بقى حلاوة حالك حلو بس خمسمية جنيه بقى عشان المحضر ها
adapt_sample_2808_noisy,اني مواليد أربعه وخمسين
adapt_sample_2809_noisy,من روما مثلا لميلانو
adapt_sample_2810_noisy,بتقول إيه يا بابا
adapt_sample_2811_noisy,شكرا ليكم وألى اللقاء السلام عليكم ورحمة الله وبركاته
adapt_sample_2812_noisy,ربنا يخليك لا والله
adapt_sample_2813_noisy,ده برنامج كوميدي على النت
adapt_sample_2814_noisy,يعني إيه جوده أوروبيه أو مواصفات أوروبيه
adapt_sample_2815_noisy,وعملت إسم من زمان بتبقى فاهمه أوي تعالى دي اللي أنا بدور عليها بيبقى
adapt_sample_2816_noisy,وإنتي داخلك الشهري كام تقري بيطلعلك كام في اليوم
adapt_sample_2817_noisy,أيوه طبعا
adapt_sample_2818_noisy,وإنتي بتجيبي بقى طلبات عشان تساعدي جوزك
adapt_sample_2819_noisy,حقيقي
adapt_sample_2820_noisy,دي فرخة فرخة هيش بقى اللي بيقولوا عليها فرخة هيش
adapt_sample_2821_noisy,أنا سعيد إني شوفتك جدا
adapt_sample_2822_noisy,إتفضل يا هندسه إتفضل يا دكتور
adapt_sample_2823_noisy,ده مش أقل من كده يعني تمام عاوز تحط أقل حط إنت ونصيبك بس أنا أنا بكلمك لمدة ست شهور خلاف إن في راتب بينزلك
adapt_sample_2824_noisy,تمام أول شارع هيجيلنا شمال هنخش فيه في يمين يعني في الشارع اللي أنا ماشي فيه ده أول شمال في أول يمين هتلاقي المكتب على اليمين
adapt_sample_2825_noisy,إيه يا عم محمد
adapt_sample_2826_noisy,غريب أعمى حتى لو كان بسيط فإنت عشان إنت ما إنتاش عارف حاجه
adapt_sample_2827_noisy,إنت هتبقى ساره
adapt_sample_2828_noisy,براحه ليعورها
adapt_sample_2829_noisy,المواصفات الكاسيه اللي إنت بتحطها في دماغك
adapt_sample_2830_noisy,لا مش هتفرس
adapt_sample_2831_noisy,والله يا إما بقى يا عيني على قدهم برضو الحمد لله
adapt_sample_2832_noisy,يلا خلي الساده المشت المشاهدين ينبسطوا معانا ويعيشوا معانا في أكبر مغامرات وإن شاء الله دايما لكل جديد
adapt_sample_2833_noisy,التميز يعني إيه اللي يخليني عايز أجيب فول ما الفول عند ناس كتير
adapt_sample_2834_noisy,بسم الله الرحمن الرحيم
adapt_sample_2835_noisy,ما ال محمد حسن اللي هو جوز جوز زينب
adapt_sample_2836_noisy,خلاف إن إيه بقى اللي أنا فكرت فيه إن أنا دلوقتي الراجل ده هيبص على الورق الراجل ده هيبص على كشف الحساب حركة كشف الحساب مهمه جدا جدا جدا جدا
adapt_sample_2837_noisy,وبجيب علاج من بجيب بشتري علاج للسكر وعلاج لضهري
adapt_sample_2838_noisy,دلوقتي هنعرف إزاي نقضي على الفيران وإنت مسيب الحمام في الأوضه مش هتخاف بقى الحمام ياكل يموت
adapt_sample_2839_noisy,اللي هي الجمعيه دي تمام بص بقى الحته اللي أنا بقولك خش عليها إيه شمال شايفين المحل ده إسمه إيه إسمه السبتو
adapt_sample_2840_noisy,إم الدكتور إيه
adapt_sample_2841_noisy,بيساعدوكي
